customer_id,first_name,last_name,email,phone,birth_date,registration_date,country,city,postal_code,address,segment,newsletter_subscribed
CUST_11362,Isaac,Gérard,mlemonnier@example.org,+33 (0)1 48 07 70 48,1990-08-14,2023-10-26,France,Saint Valériedan,05526,"23, chemin Éric Sanchez, 29854 Carpentier",Standard,False
CUST_11363,Marianne,Laporte,therese88@example.org,0148781685,1955-01-31,2023-05-15,France,Lebrun-sur-Leroy,50895,"rue Paul, 86728 Paul",Basic,True
CUST_11364,Martin,Diallo,amartineau@example.org,08 05 15 55 29,1953-10-20,2024-06-16,France,Bazin,53358,"26, rue de Joseph, 80688 Marty",Basic,True
CUST_11365,Céline,Germain,nathperez@example.net,0279873485,1992-11-03,2024-10-27,France,Saint Laurenceboeuf,35721,"48, avenue Roussel, 72725 LamyVille",Premium,True
CUST_11366,Martine,Gilbert,godardines@example.com,+33 (0)5 18 72 87 34,1961-07-18,2023-06-29,France,Julien-sur-Chevallier,45439,"318, rue de Petit, 68260 GalletBourg",Premium,False
CUST_11367,Henriette,Jourdan,michellethierry@example.com,+33 7 52 51 39 22,2002-05-28,2023-09-29,France,Nguyen,54985,"45, chemin de Colin, 62420 Dumont-sur-Meunier",Standard,True
CUST_11368,Paul,Ribeiro,cecilelabbe@example.org,03 88 34 38 46,1973-06-03,2022-12-20,France,Sainte Patrick,11223,"85, rue de Richard, 17341 Sainte Renédan",Standard,False
CUST_11369,Éléonore,Laurent,reneriviere@example.com,05 32 48 25 66,1957-12-16,2023-11-24,France,Fontaine,60737,"rue Antoinette Blanchard, 85700 Gosselin",Basic,True
CUST_11370,Christelle,Barre,ameliemaurice@example.com,0486499902,2002-12-26,2024-11-24,France,Bertrand,90998,"rue Julien Moreno, 35158 Pascal-sur-Delaunay",Standard,True
CUST_11371,Nathalie,Roche,riouadele@example.org,0363167436,1985-09-03,2025-01-31,France,Pereira-la-Forêt,45547,"23, boulevard Julie Gauthier, 09861 Picard",Standard,True
CUST_11372,Joshua,Walters,chayes@example.net,001-885-263-6273x8214,1995-08-09,2023-05-03,United Kingdom,Roberttown,36943,"5941 Paul Passage, East Jacquelineport, AL 50794",Standard,True
CUST_11373,Walter,Seifert,mwagner@example.org,+49(0)0123470685,1948-09-08,2025-07-07,Germany,Hamburg,72076,"Strohstr. 30, 40712 Calau",Standard,True
CUST_11374,Joshua,Lambert,dianemiller@example.com,001-651-369-2466x5028,1986-10-30,2024-09-12,United States,Morganhaven,67304,"546 Williams Keys Suite 858, Allisonmouth, ME 22380",Basic,False
CUST_11375,Troy,Ferguson,nbrown@example.org,241.874.5916x09642,2002-07-20,2024-12-23,United States,Deleonport,22007,"052 Rhonda River, South Sherifurt, FM 36962",Standard,False
CUST_11376,Capucine,Meunier,emilie14@example.org,0329461321,1961-02-03,2025-08-03,France,Moreau,08423,"rue Louis, 41894 Alexandre",Premium,True
CUST_11377,Pierre,Parent,wlaurent@example.net,+33 1 39 85 15 65,1983-04-26,2025-03-12,France,Lemaire,58264,"69, chemin Guillaume Morel, 97124 Giraud",Standard,False
CUST_11378,Laetitia,Vallet,olivierlopes@example.com,05 54 32 38 44,1971-08-15,2024-11-09,France,Meyer-sur-Alexandre,15427,"rue de Lemonnier, 68275 Legendre",Premium,False
CUST_11379,Emmanuel,Grenier,ponsjosephine@example.org,+33 7 97 12 72 49,1977-09-15,2023-01-04,France,Da Silva-sur-Humbert,27367,"2, chemin de Guillot, 87377 Martinez-sur-Mer",Standard,True
CUST_11380,Christophe,Bruneau,margotaubert@example.org,,1986-03-19,2024-02-17,France,Fernandes,91847,"153, avenue Frédéric Guérin, 02596 Briand",Premium,True
CUST_11381,Toño,Sacristán,dmateos@example.org,+34 975 35 41 13,1956-09-04,2025-11-08,Spain,Ávila,41754,"C. Florentina Marcos 68 Apt. 89 , Madrid, 50009",Basic,False
CUST_11382,Véronique,Letellier,maurice46@example.org,+33 2 77 19 83 63,2004-12-14,2023-09-10,France,Benardboeuf,38389,"86, chemin Hugues François, 13575 Marin",Standard,False
CUST_11383,Ana,Drub,wendeliliane@example.org,+49(0) 728552263,1948-03-31,2023-11-17,Germany,Gotha,97435,"Klaus-Ulrich-Girschner-Ring 2-5, 52224 Calw",Premium,True
CUST_11384,Marisa,Hande,rebert@example.net,(00219) 576052,1961-03-23,2024-08-12,Germany,Wittenberg,21861,"Zimmerallee 5-7, 78064 Gadebusch",Standard,True
CUST_11385,Alice,Lebon,monniernoemi@example.net,+33 (0)3 80 97 25 82,1981-12-07,2024-07-02,France,GoncalvesVille,63584,"807, boulevard de Marin, 58973 Sainte Gérard-la-Forêt",Standard,False
CUST_11386,Louis,Robin,duprelaure@example.org,0376773292,1971-02-03,2025-11-04,Belgium,David,08206,"865, chemin Dorothée Moulin, 30311 Laporte",Standard,True
CUST_11387,Véronique,Da Silva,dumontalexandrie@example.net,04 69 34 91 57,1992-05-24,2025-04-12,France,Bonnet-sur-Muller,12299,"60, chemin Chevalier, 56290 Chartier",Standard,True
CUST_11388,Heather,Stuart,kimberlylee@example.com,734.312.5608x778,1984-08-16,2025-10-02,United States,Connerside,03912,"010 Palmer Coves Apt. 271, New Rebeccabury, FL 67395",Standard,True
CUST_11389,Gilbert,Julien,jeannine31@example.org,+33 (0)2 19 18 12 03,1995-12-15,2025-06-09,France,Pages-les-Bains,94882,"622, rue Zoé Berthelot, 97186 Saint Geneviève-sur-Mer",Standard,True
CUST_11390,Susan,Perez,ncharpentier@example.net,+33 6 37 00 13 94,1946-11-28,2024-02-14,France,Ramosboeuf,74453,"80, avenue Paul, 95744 Berger",Basic,True
CUST_11391,Yves,Normand,hchauvin@example.org,+33 (0)1 47 63 92 64,1985-01-09,2025-05-05,France,Saint Zoédan,36506,"62, rue Jérôme Merle, 66707 Saint Honoré",Basic,False
CUST_11392,Marthe,Maurice,kmenard@example.com,+33 6 99 16 36 08,1983-12-28,2024-07-20,France,Seguin,72712,"32, rue Parent, 90243 Barre-sur-Pascal",Basic,True
CUST_11393,Sylvie,Lefebvre,denise96@example.com,0177765346,1991-06-13,2024-10-08,France,Pichonnec,16221,"83, rue Suzanne Legendre, 45297 Sainte Émilie-la-Forêt",Standard,False
CUST_11394,David,Brown,ginacunningham@example.com,986.429.5277,1999-12-26,2025-05-07,United States,Lake Kimberlystad,46041,"222 Christopher Islands Apt. 205, Patriciachester, WY 67005",Standard,True
CUST_11395,Mary,King,heathersmith@example.net,+1-312-507-0483x489,1986-01-12,2024-09-06,United States,South Paul,76302,"8519 Mary Walk, Angelaborough, MO 60066",Premium,True
CUST_11396,Kelly,Rodriguez,aboyd@example.org,+1-248-491-6825,1973-10-24,2022-12-14,United States,North Jacobfurt,28603,"0272 Sandoval Mountain Suite 570, Tracieland, OH 88170",Basic,False
CUST_11397,Carla,Marenzio,camillopincherle@example.com,+39 3831787240,1998-07-24,2025-09-20,Italy,Pesina,73057,"Piazza Bianca, 865, 51028, Pontepetri (PT)",Standard,False
CUST_11398,Christopher,Joseph,tara35@example.com,798-628-7706x19278,1983-08-01,2024-10-26,United States,Howellbury,13269,"4460 Scott Branch Apt. 639, Port Davidfort, DE 91007",Premium,True
CUST_11399,Madeleine,Voisin,jourdangregoire@example.org,+33 (0)4 73 23 30 53,2001-06-24,2025-08-25,France,Morel-la-Forêt,13936,"40, rue Corinne Guibert, 31185 Allain",Standard,False
CUST_11400,Germán,Núñez,menendezjeremias@example.com,+34 823 47 76 93,1948-08-02,2025-02-12,Spain,Guadalajara,15833,"Alameda Eloísa Planas 40, Valladolid, 23284",Premium,True
CUST_11401,Benoît,Guilbert,gabrielle09@example.com,0772405121,1962-12-05,2023-04-17,Belgium,Saint Frédérique,85181,"91, rue de Thomas, 71944 MartyVille",Premium,True
CUST_11402,Yves,Lopes,penelopegeorges@example.org,+33 (0)2 77 65 87 50,1957-02-03,2025-01-06,France,Gosselinnec,68366,"720, rue Stéphanie Navarro, 10314 Bègue",Standard,True
CUST_11403,Emmanuel,Arnaud,xdenis@example.com,+33 (0)1 45 13 07 57,1971-10-18,2023-03-08,France,Munoz,77623,"78, boulevard de Pierre, 97353 Sainte Olivier",Premium,True
CUST_11404,Christophe,Duval,christine38@example.com,0140572779,1960-05-22,2023-08-20,France,Weber,66519,"48, chemin Briand, 18218 Saint Claire-sur-Mer",Standard,False
CUST_11405,Jose Francisco,Lucena,,+34 847 732 631,1954-05-15,2024-07-02,Spain,Ávila,04464,"Urbanización Lilia Rosa 74 Puerta 1 , Castellón, 23236",Premium,True
CUST_11406,Robert,Carr,jenniferjones@example.com,490.450.1453x469,1958-05-22,2023-09-11,United States,East Stacy,42734,"42111 Jones Ford Suite 514, North Stephaniefort, TX 03282",Standard,True
CUST_11407,Mark,Frank,hunter41@example.org,770.998.6681x11273,1951-10-03,2025-02-26,United States,Nicoleview,10219,"7491 Tapia Ranch Suite 179, North Scott, WI 90633",Basic,False
CUST_11408,Juliette,Bazin,chevallieralex@example.com,+33 (0)4 86 33 99 20,1953-05-23,2024-06-29,France,Roger,27608,"29, boulevard Raynaud, 23897 Salmon-les-Bains",Basic,True
CUST_11409,Alfred,Woods,rickyhart@example.org,(795)573-8800,1982-07-24,2023-03-24,United States,South Monica,72033,"Unit 0818 Box 4692, DPO AP 57865",Standard,True
CUST_11410,John,Rädel,inkajaentsch@example.org,+49(0)1162 537412,1976-02-01,2023-12-18,Germany,Dinslaken,08770,"Seifertring 8/7, 87319 Hohenstein-Ernstthal",Standard,True
CUST_11411,Nancy,Dixon,brownjennifer@example.com,+1-236-793-3003x6979,2003-06-02,2024-03-03,United Kingdom,New Darrell,22487,"160 Angela Greens, Smithborough, MH 82011",Premium,True
CUST_11412,Michel,Leconte,theodorebruneau@example.net,02 22 40 04 84,1958-02-08,2023-09-08,France,Guibert-la-Forêt,26269,"88, avenue de Chauveau, 06692 Jourdanboeuf",Basic,False
CUST_11413,Eugène,Charles,camilleraynaud@example.org,05 17 92 18 62,1953-07-23,2025-04-23,France,Teixeira-sur-Mer,81639,"97, avenue Lombard, 56352 Rodrigues",Standard,True
CUST_11414,Aenne,Tlustek,xdavids@example.net,+49(0)1201 11613,1966-12-10,2025-06-05,Germany,Meißen,31543,"Wieslaw-Weinhold-Platz 886, 62972 Moers",Standard,True
CUST_11415,Michelle,Perez,mannkelly@example.com,001-404-244-9864x25905,2007-03-30,2023-11-11,United Kingdom,North Nicole,28791,"77540 Evan Point Suite 835, New Candice, VA 25271",Standard,True
CUST_11416,Amélie,Gomez,frodrigues@example.org,0179656785,1999-11-29,2022-11-29,France,Sainte Laurence,57162,"rue Imbert, 32714 Sainte Paul-la-Forêt",Basic,True
CUST_11417,Théodore,Grégoire,kpayet@example.com,+33 6 95 11 39 98,1987-02-04,2025-05-19,France,Leleu,69471,"58, boulevard de Dupré, 58702 Dubois",Standard,True
CUST_11418,Susan,Morel,laetitiabrunet@example.com,0385312335,1951-02-08,2023-10-14,France,Grondin,74139,"1, avenue de Da Costa, 16763 Regnier",Standard,False
CUST_11419,Margot,Roche,umoreau@example.net,03 55 72 72 16,1947-10-22,2023-08-31,France,Sainte Noémi,06403,"rue Dominique Marin, 03145 Martel",Standard,True
CUST_11420,Thierry,Hervé,ichartier@example.net,+33 4 73 98 97 89,2006-10-25,2023-07-09,France,Loiseau,86575,"38, boulevard Pascal, 63525 Weberdan",Basic,True
CUST_11421,Anouk,Boucher,denise37@example.org,+33 2 19 92 44 18,1994-06-19,2024-01-18,France,Normand,73122,"838, rue de Leclercq, 30493 Berger-sur-Mer",Standard,True
CUST_11422,Ryan,Mcconnell,ericksonanthony@example.net,690.451.0637,1950-08-11,2024-01-12,United States,Robinsonstad,52796,"6110 Gardner Avenue Apt. 455, South Johnbury, CO 17709",Premium,False
CUST_11423,Olivier,Rolland,zoe24@example.net,01 55 63 90 65,2002-05-14,2023-01-03,Belgium,Marie-sur-Mer,63917,"5, avenue Gérard, 93526 Lacombenec",Standard,False
CUST_11424,Marguerite,Pasquier,gregoireleger@example.com,+33 (0)3 76 51 10 98,1977-02-03,2024-08-23,France,Ollivier,60234,"46, rue Robert Michel, 97620 Étienne",Standard,False
CUST_11425,Gilbert,Julien,dupontnicole@example.net,0169984643,1985-11-28,2023-12-06,France,Legros,92728,"650, rue Hélène Pottier, 60755 AubryVille",Standard,True
CUST_11426,Henri,Briand,parisconstance@example.com,02 77 79 85 15,1974-02-27,2024-04-16,France,LabbéVille,57105,"78, rue de Renard, 14154 Menard",Standard,True
CUST_11427,Domenico,Faust,harald25@example.net,07678 87517,1990-01-12,2024-09-04,Germany,Celle,31255,"Blümelallee 70/76, 37474 Dessau",Standard,True
CUST_11428,Yves,Da Silva,bernierelise@example.com,0223104169,1956-11-05,2024-04-21,France,De Sousa,13702,"3, chemin Claudine Albert, 27525 Hebertboeuf",Standard,False
CUST_11429,Françoise,Hamel,hmoulin@example.net,+33 3 28 30 32 49,1977-06-21,2023-01-09,France,Roger,70179,"850, rue de Fournier, 93456 Robin-la-Forêt",Standard,False
CUST_11430,Claudine,Delannoy,zoe80@example.net,+33 (0)3 39 43 39 91,1950-04-23,2023-07-07,France,Costa,55587,"515, rue de Renard, 52499 Lecontedan",Premium,True
CUST_11431,Ray,Collins,roynancy@example.com,,1974-11-03,2023-01-23,United Kingdom,East Antonioville,60107,"8771 Little Creek Suite 137, Port Jessicaland, HI 59222",Standard,True
CUST_11432,Véronique,Alves,jean49@example.org,01 47 59 78 73,1945-11-01,2022-11-21,France,Guilbert,43644,"4, avenue Geneviève Bigot, 59698 Langlois",Premium,True
CUST_11433,Gabrielle,Bouvier,suzanne28@example.org,+33 5 33 68 52 74,1956-12-23,2025-04-21,France,Saint Frédéric-les-Bains,38304,"92, chemin de Lefort, 55138 Diallo-sur-Millet",Premium,False
CUST_11434,Hilma,Wirth,ronny98@example.org,+49(0)5425 49789,1968-05-05,2023-05-10,Germany,Arnstadt,67474,"Carmela-Klemt-Straße 1-9, 76664 Kleve",Standard,False
CUST_11435,Élisabeth,Imbert,cecilebertin@example.org,+33 (0)4 26 78 39 14,1980-02-15,2025-01-05,France,Boutin,28212,"782, chemin Bègue, 34610 Marieboeuf",Standard,False
CUST_11436,Primitiva,Arcos,,+34 843 93 52 18,1949-10-28,2023-12-04,Spain,Ávila,01140,"Avenida de Calixta Gómez 59 Puerta 7 , Álava, 32419",Basic,True
CUST_11437,Bernadette,Samson,alicebertin@example.net,+33 (0)2 98 97 04 20,1983-08-15,2024-06-29,Belgium,Paulboeuf,62915,"avenue Maréchal, 71543 Mercierdan",Premium,False
CUST_11438,Goran,Ring,ukiller@example.com,0577540303,2002-08-18,2024-11-09,Switzerland,Garmisch-Partenkirchen,22959,"Hillerstr. 32-91, 20508 Bad Freienwalde",Premium,False
CUST_11439,Luce,Le Gall,franckduhamel@example.net,,1944-11-30,2025-05-09,France,Hubertnec,74136,"75, rue de Dupont, 06403 Labbé",Standard,True
CUST_11440,Camille,Leroy,tcamus@example.org,+33 1 75 98 12 94,1992-09-29,2023-11-24,France,Michaud-les-Bains,83673,"63, avenue de Guibert, 41688 Sainte Xaviernec",Basic,False
CUST_11441,Richard,Da Silva,ibailly@example.org,,1955-06-30,2025-08-15,France,Saint Margot,32286,"44, rue Christine Ruiz, 17211 Sainte Lucieboeuf",Basic,False
CUST_11442,Aurélie,Mahe,emile81@example.org,+33 (0)4 69 76 41 02,1955-08-27,2023-10-29,France,Bonnin-sur-Mer,20655,"81, chemin Frédéric Petitjean, 44835 Sainte Jérôme",Basic,True
CUST_11443,Jaime,Ramos,taniasoriano@example.org,+34831 889 787,1981-07-01,2025-05-10,Spain,Lleida,12365,"Paseo Macarena Agullo 932, Huesca, 13212",Standard,True
CUST_11444,Christine,Fernandes,paulinedaniel@example.com,0489241880,1961-04-22,2023-12-03,France,Sauvage,83153,"15, chemin de Guérin, 17373 Roy-sur-Brunet",Standard,True
CUST_11445,Clémence,Leconte,lombardleon@example.com,03 25 80 56 49,1966-11-17,2023-12-04,France,Sainte GabrielleBourg,81372,"chemin Maryse Gimenez, 74708 Pereira-sur-Guérin",Standard,False
CUST_11446,Émilie,Boyer,vincent15@example.net,+33 4 56 66 14 79,1947-03-25,2025-01-17,France,Philippe-sur-Masse,34481,"89, rue Pruvost, 32207 Jacquetnec",Standard,True
CUST_11447,Adrienne,Sauvage,pruvostnoemi@example.org,+33 (0)6 06 90 22 43,1984-05-06,2024-03-12,France,Sainte Célina-sur-Mer,54828,"19, rue Gautier, 79481 Thomas-la-Forêt",Basic,False
CUST_11448,Roland,Labbé,gilbert93@example.net,+33 (0)5 47 92 88 28,1963-06-06,2025-04-15,France,Dupont-sur-Legrand,27642,"14, chemin Monnier, 13969 Bonnet-sur-Collin",Standard,False
CUST_11449,Sabine,Techer,otorres@example.com,+33 6 30 65 38 09,1973-02-03,2023-09-06,France,Pruvost,76431,"5, rue Richard, 43293 LeleuBourg",Basic,False
CUST_11450,Morena,Yáñez,ipintor@example.org,+34 828 393 332,1977-12-31,2023-09-26,Spain,León,19469,"Avenida Victoriano Rozas 573, Girona, 29321",Standard,True
CUST_11451,Dorothée,Hamel,marinelecomte@example.org,+33 (0)3 24 02 92 88,1956-02-23,2025-08-30,Belgium,Marchand,62963,"99, boulevard de Charrier, 46867 Voisin",Standard,False
CUST_11452,Françoise,Hamon,ypascal@example.org,06 86 42 93 00,1989-01-22,2025-10-01,France,Vidal,61257,"91, rue Valette, 12525 Gros",Standard,True
CUST_11453,Édith,Gautier,gmahe@example.net,+33 2 28 10 46 60,1948-02-24,2024-10-04,France,Ollivier,86304,"25, avenue de Pires, 29133 Saint Denisenec",Premium,False
CUST_11454,Jakob,Hertrampf,ludmilladussen-van@example.org,08122 741103,1967-08-29,2023-06-01,Germany,Duderstadt,08281,"Löfflerring 600, 96835 Augsburg",Standard,True
CUST_11455,Lynn,Bennett,jonesjon@example.com,+1-917-697-5025x982,1961-06-11,2024-12-06,United States,New Tinaside,00510,"PSC 3350, Box 1172, APO AA 99365",Premium,True
CUST_11456,Françoise,Navarro,antoinemonnier@example.net,0498046361,1950-10-13,2024-08-23,France,Saint Alex,37308,"73, rue de Lacroix, 08502 Gauthier-les-Bains",Premium,True
CUST_11457,Luc,Ledoux,qgarcia@example.org,+33 (0)5 55 08 62 63,1967-10-12,2024-10-29,France,Blanchet,63626,"908, rue Benoît Laurent, 25496 Dumas",Premium,True
CUST_11458,Hugues,Carlier,corinne79@example.com,+33 (0)2 97 29 46 14,1964-04-05,2024-07-17,France,Thomas,09634,"4, boulevard Théodore Giraud, 64919 De Oliveira-sur-Letellier",Standard,True
CUST_11459,Dafne,Pera,uquiros@example.org,+34972 572 532,1965-07-29,2025-11-04,Spain,Jaén,48760,"Camino de Heliodoro Múñiz 89 Puerta 7 , Almería, 07659",Premium,True
CUST_11460,Adèle,Blanchard,gerardherve@example.org,05 45 01 74 07,1964-03-05,2023-08-15,France,Saint Anne-sur-Mer,50770,"29, chemin de Laine, 84429 Saint Roland-les-Bains",Premium,True
CUST_11461,Stéphanie,Costa,lmarques@example.net,+33 (0)1 34 91 19 64,1972-05-21,2024-09-27,France,Rochedan,79730,"boulevard de Guichard, 34913 Lefèvre",Basic,True
CUST_11462,Joséphine,Rey,constancelucas@example.net,+33 (0)3 57 46 02 36,1983-08-29,2024-12-11,Belgium,Sainte AlexandrieBourg,32222,"30, boulevard Meunier, 48281 Saint Benoît",Premium,True
CUST_11463,Adrienne,Martel,isaac59@example.net,+33 (0)3 22 22 21 29,1970-12-17,2025-06-07,France,Michaud-la-Forêt,90899,"56, rue de François, 23287 Letellier",Premium,True
CUST_11464,Michael,Kline,,390.986.5052x550,1985-12-09,2024-06-18,United States,Port Adrianburgh,93657,"26229 Henry Estates, Richmondport, GU 63847",Premium,False
CUST_11465,María,Valverde,pflores@example.org,+34814 14 79 79,2001-11-07,2025-02-17,Spain,Huesca,51871,"Rambla Amador Niño 31 Piso 1 , Lugo, 39092",Standard,True
CUST_11466,Brigitte,Laporte,reneleger@example.com,+33 4 43 44 60 51,1973-11-14,2023-04-12,France,Blondel-sur-Blondel,71257,"4, rue de Pineau, 62516 Duval",Premium,True
CUST_11467,Amélie,Guyot,claude16@example.net,02 53 19 39 85,1998-11-18,2024-12-29,France,Martinez,11290,"65, rue Humbert, 70168 Buisson",Standard,True
CUST_11468,Ilona,Gerlach,egeissler@example.org,+49(0)8353 97535,1960-01-18,2024-12-04,Switzerland,München,97818,"Waldtraut-Wilmsen-Allee 882, 03692 Kemnath",Standard,False
CUST_11469,Alex,Valentin,lopezvictor@example.net,+33 1 58 75 54 05,2005-01-24,2025-04-11,France,Girard,35401,"724, avenue Adèle Valentin, 39581 Sainte AnoukBourg",Standard,True
CUST_11470,Adèle,Faivre,michelcaron@example.com,+33 (0)4 11 76 56 69,1966-01-10,2025-08-27,France,Imbert,05458,"78, avenue Faure, 50723 Carliernec",Premium,False
CUST_11471,Jake,Lee,gibbsmichael@example.com,+1-512-453-8000x91591,2004-03-28,2023-05-30,United States,East Amanda,05075,"Unit 7722 Box 4055, DPO AE 22633",Standard,True
CUST_11472,Georges,Buisson,monique55@example.net,0262489012,1964-06-14,2023-09-04,France,Vallet,66815,"6, chemin Jules Evrard, 52920 Jacquet",Premium,True
CUST_11473,Alice,Lefèvre,loiseaualix@example.org,03 25 63 91 21,2005-02-22,2024-08-23,France,Laineboeuf,66605,"rue de Marques, 31761 Delahaye-sur-Royer",Premium,False
CUST_11474,Nicole,Diallo,gerard94@example.org,03 80 41 31 07,1961-05-04,2025-07-21,France,Sainte Alain,28938,"340, chemin Claude Turpin, 95924 Leclercq",Basic,True
CUST_11475,Laure,Georges,dumaschristiane@example.net,+33 3 25 19 79 13,1947-05-07,2024-09-26,France,Diallo,59760,"21, boulevard Gérard, 78386 Adam",Standard,True
CUST_11476,Aimé,Ferrand,pfernandez@example.org,+33 5 40 03 67 07,1968-02-18,2024-08-23,France,Saint Renée-sur-Mer,24672,"33, rue de Gaillard, 38917 Masson",Basic,False
CUST_11477,Philippine,Faure,marc25@example.net,+33 (0)6 29 74 83 24,2001-06-30,2024-08-31,France,Albertboeuf,73904,"4, boulevard de Renault, 79443 Pichon-sur-Mer",Standard,False
CUST_11478,Richard,Leroux,dominique78@example.org,+33 2 61 68 74 34,1993-12-12,2023-03-31,France,Rossi,13261,"4, boulevard de Carre, 97392 Vallée",Standard,True
CUST_11479,Clotilde,Pedrosa,guerramaura@example.org,+34 900 14 13 10,1951-10-27,2024-12-01,Spain,Ávila,27435,"Avenida Yaiza Madrigal 94, Ceuta, 08329",Basic,True
CUST_11480,Pomponio,Caruso,milanesiannibale@example.com,+39 05472139427,1966-09-26,2023-09-22,Italy,Brusago,20154,"Rotonda Eugenia, 260 Piano 6, 73025, Martano (LE)",Basic,True
CUST_11481,Raymond,Martin,celina55@example.net,01 56 75 04 79,1999-11-25,2025-06-02,France,Bouchetnec,97423,"64, chemin Potier, 65428 Maillard",Standard,False
CUST_11482,Léon,Alexandre,celinegeorges@example.org,+33 3 87 57 94 93,1998-11-07,2023-09-24,France,Fleury,41249,"548, rue Claire Legrand, 36811 Sainte Agnès-la-Forêt",Basic,True
CUST_11483,Sofia,Otto,maltesegebahn@example.org,+49(0)6182 99549,1973-06-08,2023-03-20,Germany,Soest,29358,"Nadja-auch Schlauchin-Gasse 47/64, 61687 Stade",Standard,True
CUST_11484,Sebastián,Jerez,maximilianopenalver@example.net,+34886 851 987,1974-03-25,2025-08-28,Spain,Zaragoza,35802,"Rambla de Gervasio Guzmán 385 Puerta 1 , Soria, 22377",Basic,False
CUST_11485,Caroline,Menard,mvidal@example.net,+33 5 36 91 22 12,1983-10-22,2023-06-30,France,Bouvet,59359,"49, boulevard Rodrigues, 92432 Lainenec",Standard,True
CUST_11486,Valentine,Ledoux,antoinemallet@example.com,+33 (0)2 45 47 85 07,1992-01-30,2025-02-04,France,Vasseur-sur-Mer,26576,"rue Philippe Gérard, 02972 Diallo",Standard,True
CUST_11487,Nath,Raynaud,aimejourdan@example.com,+33 3 70 52 12 57,1959-01-08,2023-04-30,France,Sainte Gilbert,76673,"3, boulevard Margaux Poulain, 72803 Robin",Basic,True
CUST_11488,Dean,Owens,uharris@example.com,(703)683-3310x504,1990-09-07,2023-12-26,United States,Parkerhaven,75200,"346 Holly Isle, Kristenbury, MP 58965",Standard,True
CUST_11489,Noémi,Legendre,dumontgerard@example.net,+33 (0)4 83 70 97 09,1952-02-27,2025-07-10,France,Sainte Sylvie-la-Forêt,39511,"chemin Laurent, 95361 BretonVille",Basic,False
CUST_11490,Sophia,Hill,sherryholder@example.net,001-379-910-2024x94084,1983-01-18,2023-03-04,United Kingdom,Morenoborough,52140,"USCGC Crawford, FPO AP 36618",Basic,True
CUST_11491,Astrid,Camus,nathrodrigues@example.com,,1986-09-19,2025-08-03,France,Pascalboeuf,44558,"chemin Gimenez, 41627 Bernard",Standard,True
CUST_11492,Gilles,Lefebvre,lguichard@example.net,+33 3 54 98 73 99,1990-04-21,2024-09-15,France,Didierboeuf,67769,"4, boulevard Roger Mary, 49941 Joubert",Standard,True
CUST_11493,Valérie,Berthelot,guibertfrederic@example.com,06 45 74 25 94,1959-11-23,2023-06-11,France,Saint Alexandrie,86407,"29, avenue Durand, 31587 Guillot",Premium,True
CUST_11494,Frédérique,Pons,catherine38@example.org,+33 (0)1 39 58 54 58,1991-09-12,2024-05-20,France,Berthelot-les-Bains,43616,"727, chemin Lucas, 71497 Larochenec",Standard,True
CUST_11495,Athanasios,Gunpf,ebachmann@example.net,0841815819,1973-06-24,2023-04-27,Germany,Haldensleben,96007,"Försterplatz 1, 27436 Genthin",Premium,True
CUST_11496,Ernesto,Tamarit,eliana61@example.net,+34 949 51 40 67,1995-06-30,2025-09-02,Spain,Ciudad,41217,"Alameda Alex Sánchez 56 Apt. 87 , Jaén, 46145",Standard,True
CUST_11497,Jonathan,Brown,kwebb@example.org,640-669-3938x286,1968-10-26,2024-02-21,United States,Port Manuelburgh,85280,"7768 Kelsey Avenue, East Dustin, WV 51254",Standard,False
CUST_11498,Wencke,Adler,scholzcarmelo@example.net,03306 33757,1973-08-27,2025-01-18,Germany,Lörrach,38381,"Kira-Rörricht-Straße 5, 14628 Hagenow",Standard,True
CUST_11499,Denise,Humbert,laurence03@example.net,+33 3 28 60 20 74,2002-01-22,2024-12-13,France,Marin,13887,"299, boulevard Maryse Morin, 53735 Saint Aurore-la-Forêt",Standard,True
CUST_11500,Maggie,Blanchard,torrespenelope@example.com,+33 4 73 20 02 26,1965-03-25,2023-10-02,France,Thomas,07726,"2, rue Alexandre Vallée, 47797 Sainte ÉléonoreVille",Standard,True
CUST_11501,Laure,Caron,lecontepaul@example.net,0269417626,2005-07-03,2024-09-13,France,Germain-sur-Aubert,70337,"chemin Alain Jacquet, 21856 Sanchez-sur-Rousset",Standard,True
CUST_11502,Anton,Dörschner,siegmarvogt@example.org,06146073492,1945-07-20,2024-07-24,Germany,Kelheim,92562,"Lioba-Birnbaum-Platz 860, 38322 Peine",Premium,True
CUST_11503,Anaïs,Turpin,imeunier@example.org,0449344273,1972-09-16,2025-05-18,Belgium,Lopez,75344,"1, rue Christine Morin, 44671 Saint Lucy",Premium,True
CUST_11504,Pauline,Sanchez,peltiervalerie@example.net,+33 (0)6 07 29 94 32,1990-03-08,2023-06-14,France,Sainte Antoinettedan,10985,"7, boulevard Delannoy, 22624 Faivre",Standard,True
CUST_11505,Thibault,Perrot,henri24@example.com,0240563939,1990-03-22,2025-02-21,France,Humbert,59227,"37, avenue de Paul, 15590 Joseph",Standard,False
CUST_11506,Jean,Bertin,laurencebenard@example.net,+33 (0)2 55 30 58 82,2000-10-06,2025-05-09,France,Saint Bertrand,80108,"3, boulevard de Lemoine, 68343 Martel-sur-Besnard",Premium,False
